train_id,train_number,train_name,source,destination,current_station,next_station,distance_remaining,speed,current_delay,rain,temperature,hour,day_of_week,historical_delay,congestion_level,previous_train_delay,scheduled_travel_time,section_average_speed,unscheduled_stop,speed_restriction,remaining_travel_time,actual_arrival_time
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,208.42,73.96,24.01,0.1,28.7,18,2,7.42,0.192,23.06,178.65,72.45,0,1,242.83,2026-04-30 22:02
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,125.51,86.47,17.18,0.248,32.1,22,2,19.97,0.337,5.44,107.58,82.74,0,0,105.61,2026-02-27 23:45
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,125.1,89.2,34.84,0.164,31.9,17,6,17.91,0.518,18.75,107.23,106.51,0,1,147.64,2026-02-14 19:27
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,339.89,96.66,30.92,0.189,37.9,1,6,32.41,0.559,14.45,291.34,98.56,0,0,270.03,2026-04-18 05:30
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,174.53,84.02,41.25,0.052,14.9,6,6,32.0,0.393,0.82,149.6,81.93,1,0,175.11,2026-07-11 08:55
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,197.89,66.38,20.37,0.144,26.6,3,0,8.85,0.474,1.66,169.62,69.25,0,0,212.26,2026-01-06 06:32
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,198.23,74.46,10.98,0.303,27.7,5,1,4.08,0.244,12.02,169.91,77.7,0,0,184.42,2026-06-01 08:04
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,300.78,112.6,23.91,0.386,18.4,17,0,13.41,0.216,7.3,257.81,102.28,0,0,184.41,2026-04-14 20:04
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,153.25,92.48,0.19,0.402,33.8,8,6,3.26,0.06,4.37,131.36,93.58,0,0,103.79,2026-04-07 09:43
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,230.24,82.05,34.19,0.598,27.1,11,1,10.1,0.632,2.99,197.35,85.07,0,0,246.77,2026-07-17 15:06
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,295.2,83.21,19.4,0.134,29.8,0,1,19.89,0.373,16.11,253.03,94.32,0,0,257.5,2026-03-16 04:17
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,476.22,110.39,27.93,0.271,35.9,23,1,11.56,0.376,25.8,408.19,111.66,0,0,312.75,2026-01-29 04:12
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,121.32,78.48,16.0,0.324,25.8,21,6,7.48,0.105,19.2,103.98,78.93,0,0,106.72,2026-02-20 22:46
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,107.85,72.1,48.38,0.315,31.7,10,6,23.11,0.473,4.64,92.44,64.7,1,0,143.61,2026-07-31 12:23
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,156.09,52.98,31.64,0.065,21.4,7,0,8.55,0.632,35.24,133.79,45.9,0,0,228.95,2026-04-17 10:48
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,317.49,90.56,39.16,0.075,24.1,15,4,14.62,0.292,2.33,272.13,88.05,1,0,259.35,2026-08-20 19:19
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,228.11,89.05,9.18,0.219,28.0,7,2,22.43,0.101,0.12,195.52,84.25,0,0,171.34,2026-04-08 09:51
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,161.91,66.32,13.79,0.181,32.2,6,6,8.58,0.187,2.33,138.78,59.13,0,0,162.74,2026-05-12 08:42
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,131.24,62.15,12.25,0.046,39.8,19,2,12.98,0.237,4.96,112.49,70.86,0,0,139.46,2026-01-30 21:19
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,301.89,111.11,27.8,0.39,29.8,18,5,21.11,0.189,4.78,258.77,100.11,0,0,203.04,2026-04-17 21:23
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,95.43,60.15,9.26,0.107,26.1,2,5,1.67,0.282,2.98,81.8,56.26,0,0,108.78,2026-08-06 03:48
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,232.01,85.11,8.8,0.157,21.1,14,3,14.72,0.196,22.71,198.86,77.4,0,0,181.64,2026-04-25 17:01
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,272.49,97.3,43.8,0.162,27.3,23,5,9.26,0.45,7.09,233.57,97.78,1,0,228.23,2026-01-28 02:48
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,111.45,108.97,29.21,0.239,24.1,20,4,8.08,0.3,11.22,95.53,99.55,0,0,80.04,2026-06-27 21:20
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,187.73,86.31,8.24,0.116,28.6,6,1,8.77,0.182,20.59,160.91,81.11,0,0,142.28,2026-05-31 08:22
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,304.69,59.7,15.87,0.142,33.2,13,2,3.42,0.145,21.58,261.16,60.35,0,0,328.7,2026-01-26 18:28
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,84.84,81.9,28.02,0.117,20.8,7,3,26.94,0.109,6.61,72.72,76.56,1,0,88.17,2026-07-11 08:28
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,237.93,77.09,19.09,0.058,43.8,3,4,9.0,0.292,1.78,203.94,65.61,0,1,269.23,2026-04-23 07:29
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,250.54,25.05,12.98,0.196,32.4,18,6,29.45,0.06,13.57,214.75,37.59,0,0,641.86,2026-04-11 04:41
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,179.12,67.05,35.45,0.316,22.4,14,0,13.77,0.47,2.34,153.53,61.99,0,1,277.6,2026-07-12 18:37
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,253.23,106.03,7.9,0.165,22.6,2,2,2.87,0.252,17.35,217.05,115.5,0,0,163.74,2026-04-03 04:43
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,272.23,67.53,26.44,0.615,37.7,20,1,31.07,0.276,4.97,233.34,77.03,0,0,301.07,2026-04-06 01:01
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,270.69,31.64,19.7,0.396,24.5,22,1,23.04,0.123,5.68,232.02,31.54,0,0,571.62,2026-02-10 07:31
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,469.61,55.43,17.27,0.273,20.4,22,4,10.68,0.047,12.89,402.52,69.6,0,0,546.08,2026-05-03 07:06
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,111.81,61.5,14.11,0.227,26.1,6,0,4.35,0.141,15.33,95.84,61.92,0,0,124.16,2026-05-04 08:04
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,216.93,106.02,33.76,0.635,23.0,5,1,11.55,0.483,15.89,185.94,114.55,0,0,175.01,2026-07-14 07:55
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,251.21,82.52,17.46,0.11,32.6,12,2,11.69,0.093,18.53,215.32,68.99,0,0,201.71,2026-01-26 15:21
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,658.94,59.11,14.62,0.088,33.2,22,2,11.61,0.509,8.05,564.81,60.74,0,0,790.24,2026-02-17 11:10
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,279.04,82.08,6.67,0.169,42.5,1,5,7.66,0.212,10.86,239.18,75.47,0,0,224.45,2026-05-24 04:44
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,333.07,90.02,20.62,0.094,34.6,8,2,7.13,0.661,14.91,285.49,81.7,0,0,277.55,2026-04-12 12:37
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,217.98,64.62,18.04,0.141,35.7,11,1,5.8,0.133,4.35,186.84,72.4,1,0,237.22,2026-06-02 14:57
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,90.66,98.63,22.89,0.082,39.4,6,3,5.7,0.523,11.38,77.71,95.73,0,0,75.92,2026-01-03 07:15
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,115.31,86.39,18.03,0.137,32.1,1,1,11.09,0.238,8.65,98.83,86.31,0,0,97.53,2026-04-06 02:37
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,377.67,62.37,18.15,0.231,35.2,16,1,24.91,0.171,8.64,323.71,51.13,0,0,402.81,2026-03-21 22:42
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,349.72,90.74,25.3,0.037,33.8,4,2,21.67,0.152,7.57,299.76,86.64,0,0,259.95,2026-08-15 08:19
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,62.78,95.43,17.76,0.206,33.5,15,3,35.36,0.253,1.91,53.81,91.85,0,0,45.91,2026-02-12 15:45
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,299.44,81.08,16.16,0.018,18.7,2,6,29.18,0.183,18.76,256.66,68.54,0,0,237.9,2026-02-23 05:57
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,153.41,46.32,29.41,0.283,18.6,11,2,8.67,0.474,8.55,131.49,36.43,0,1,329.82,2026-03-14 16:29
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,338.52,65.61,16.87,0.045,30.5,5,0,17.85,0.176,2.03,290.16,65.55,0,1,421.28,2026-06-07 12:01
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,228.14,62.34,35.88,0.089,26.5,6,2,16.06,0.396,4.41,195.55,60.56,0,1,339.7,2026-04-21 11:39
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,233.43,69.01,35.16,0.159,30.4,11,0,6.58,0.316,23.16,200.08,65.15,0,1,305.92,2026-08-18 16:05
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,361.31,64.97,14.81,0.171,19.3,16,5,5.92,0.12,8.7,309.7,76.85,0,0,356.62,2026-05-18 21:56
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,221.97,68.46,17.96,0.028,34.4,20,4,22.76,0.446,3.27,190.26,49.42,0,0,233.83,2026-06-20 23:53
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,103.79,87.94,4.67,0.097,23.0,6,0,4.61,0.117,2.77,88.96,85.52,0,0,84.34,2026-06-29 07:24
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,135.43,93.11,1.59,0.129,29.3,5,6,11.64,0.077,4.19,116.08,96.45,0,0,89.23,2026-02-14 06:29
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,197.34,64.66,8.06,0.081,27.5,0,0,4.03,0.224,17.34,169.15,74.36,0,0,198.96,2026-01-12 03:18
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,193.17,64.91,20.77,0.304,25.6,6,1,28.32,0.328,5.23,165.58,52.81,0,0,214.58,2026-02-26 09:34
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,112.74,84.01,11.23,0.414,30.0,6,1,11.58,0.101,1.96,96.63,89.78,0,0,98.67,2026-06-25 07:38
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,226.83,77.72,13.19,0.16,31.8,14,3,11.55,0.031,17.44,194.43,67.61,0,0,185.21,2026-02-01 17:05
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,60.06,73.75,14.43,0.151,32.9,6,6,9.86,0.232,5.67,51.48,79.67,0,0,65.59,2026-06-02 07:05
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,154.65,53.6,18.52,0.383,29.0,17,3,7.31,0.289,12.11,132.56,54.85,0,0,205.95,2026-01-15 20:25
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,320.61,50.54,22.76,0.164,13.2,8,1,9.48,0.15,17.01,274.81,48.81,0,0,411.52,2026-02-14 14:51
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,222.66,20.0,18.94,0.267,23.2,9,1,16.7,0.275,0.25,190.85,20.0,0,0,758.07,2026-05-22 21:38
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,389.36,63.27,11.86,0.109,29.3,6,4,9.77,0.254,8.4,333.74,58.81,0,0,405.04,2026-03-25 12:45
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,202.31,54.74,40.72,0.138,36.6,2,3,26.01,0.413,6.4,173.41,47.83,1,0,290.32,2026-03-04 06:50
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,262.34,25.51,12.4,0.161,25.2,13,4,15.32,0.041,15.96,224.86,20.0,0,0,643.48,2026-04-04 23:43
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,207.48,65.39,3.56,0.244,25.6,8,0,6.31,0.061,3.84,177.84,67.34,0,0,202.6,2026-05-24 11:22
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,112.89,84.34,16.72,0.352,22.4,0,4,26.46,0.025,4.37,96.76,71.94,0,0,89.98,2026-02-25 01:29
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,397.03,61.16,12.33,0.052,19.5,23,3,4.35,0.287,8.67,340.31,47.5,0,0,422.59,2026-01-19 06:02
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,347.23,57.15,29.99,0.376,32.7,0,1,9.7,0.404,4.1,297.63,47.51,0,1,584.66,2026-04-27 09:44
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,151.36,100.62,20.38,0.097,25.6,2,4,20.82,0.396,9.03,129.73,98.62,0,0,118.55,2026-03-26 03:58
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,173.82,79.52,14.98,0.127,34.1,19,3,32.2,0.06,8.66,148.99,79.84,0,0,143.33,2026-06-29 21:23
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,91.63,91.37,18.93,0.246,19.3,20,4,13.79,0.537,9.87,78.54,98.21,0,0,79.66,2026-03-16 21:19
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,227.01,46.99,21.26,0.388,26.6,19,1,10.12,0.374,11.48,194.58,53.97,0,0,347.15,2026-08-14 00:47
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,92.98,117.86,12.94,0.158,34.2,4,3,6.34,0.436,12.75,79.7,126.39,0,0,61.38,2026-06-08 05:01
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,125.32,68.5,44.13,0.222,21.8,21,5,12.26,0.779,42.4,107.42,58.93,0,0,164.46,2026-03-28 23:44
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,545.12,104.76,46.74,0.227,24.9,8,6,19.68,0.393,20.34,467.25,98.01,0,1,492.82,2026-02-21 16:12
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,173.28,39.54,21.96,0.447,32.2,12,1,4.0,0.25,4.45,148.52,51.89,0,0,305.85,2026-02-04 17:05
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,289.42,76.59,13.68,0.116,32.8,5,3,36.34,0.145,8.42,248.07,79.84,0,0,241.63,2026-03-08 09:01
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,197.04,20.0,27.21,0.116,25.8,19,6,40.17,0.163,22.88,168.89,27.32,0,0,643.57,2026-07-16 05:43
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,115.85,52.32,22.24,0.17,22.0,10,2,10.68,0.423,14.51,99.3,64.37,0,0,164.4,2026-05-20 12:44
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,264.46,28.84,16.25,0.282,27.1,15,4,14.95,0.369,5.8,226.68,35.81,0,0,641.35,2026-07-22 01:41
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,145.7,47.88,19.17,0.141,17.7,18,2,5.15,0.597,6.35,124.89,59.09,0,0,234.44,2026-05-18 21:54
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,300.36,58.69,31.18,0.172,27.9,13,0,45.93,0.319,6.46,257.45,62.8,0,0,356.48,2026-05-18 18:56
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,193.02,101.71,29.35,0.175,33.1,19,5,41.49,0.301,16.69,165.45,106.45,0,0,140.62,2026-08-10 21:20
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,432.13,113.65,33.77,0.233,30.8,17,6,22.72,0.042,2.26,370.4,113.49,1,0,269.2,2026-04-17 21:29
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,169.38,54.09,23.22,0.144,25.6,21,5,3.75,0.454,2.24,145.18,59.4,0,0,228.16,2026-07-19 00:48
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,264.83,101.78,38.54,0.162,30.9,9,5,19.92,0.247,12.33,227.0,103.17,1,0,201.83,2026-03-28 12:21
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,33.83,54.72,19.47,0.014,31.9,5,4,10.08,0.331,14.89,28.99,52.42,0,0,53.21,2026-05-31 05:53
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,199.2,114.3,14.95,0.13,19.2,7,1,25.1,0.309,3.68,170.74,111.46,0,0,124.0,2026-06-30 09:04
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,431.79,40.53,56.82,0.325,30.4,2,4,20.39,0.378,25.92,370.11,31.93,1,0,789.8,2026-05-25 15:09
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,239.62,55.66,22.25,0.226,16.0,19,6,10.38,0.32,3.57,205.39,50.75,0,1,392.26,2026-05-18 01:32
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,161.48,75.77,29.06,0.431,25.0,3,6,15.28,0.278,5.55,138.41,57.61,0,0,152.6,2026-08-20 05:32
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,159.53,73.48,7.07,0.174,13.7,4,1,3.91,0.337,16.06,136.74,74.39,0,0,148.55,2026-02-12 06:28
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,218.17,60.91,34.76,0.163,29.5,9,4,7.53,0.63,12.1,187.0,72.06,0,0,287.07,2026-08-21 13:47
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,193.21,50.95,21.19,0.42,36.9,18,6,4.9,0.153,4.09,165.61,52.82,0,1,346.0,2026-01-12 23:45
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,158.01,45.18,18.58,0.2,25.2,22,5,6.6,0.166,3.08,135.43,40.62,0,0,234.72,2026-01-13 01:54
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,131.92,75.88,20.32,0.166,23.6,10,0,0.1,0.472,5.7,113.07,75.07,0,0,127.03,2026-01-15 12:07
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,144.82,48.63,41.88,0.265,27.3,22,3,34.05,0.317,13.87,124.13,44.27,0,0,226.8,2026-03-30 01:46
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,182.68,49.96,33.1,0.115,29.2,9,6,42.95,0.417,8.87,156.58,54.28,0,0,265.94,2026-01-17 13:25
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,235.74,45.21,14.59,0.013,36.1,23,6,11.55,0.021,9.51,202.06,45.86,0,1,404.59,2026-02-23 05:44
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,486.21,101.02,18.14,0.222,31.4,3,0,24.1,0.096,18.13,416.75,120.23,0,0,313.9,2026-08-09 08:13
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,179.16,42.09,13.54,0.041,27.0,19,3,17.99,0.081,4.16,153.56,42.03,0,0,265.2,2026-07-17 23:25
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,315.11,65.17,17.64,0.145,24.0,19,0,6.63,0.118,17.47,270.09,75.28,0,0,315.91,2026-04-02 00:15
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,479.61,31.18,30.49,0.364,25.2,11,5,18.21,0.489,14.35,411.1,35.62,0,0,1130.12,2026-02-16 05:50
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,271.7,60.95,40.05,0.681,27.5,6,0,34.47,0.218,4.01,232.89,55.75,0,0,338.74,2026-02-11 11:38
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,248.61,83.73,28.38,0.32,26.1,3,4,16.26,0.195,4.95,213.09,74.25,0,1,268.23,2026-05-21 07:28
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,222.85,101.77,13.55,0.288,37.5,15,5,8.54,0.415,3.95,191.02,105.82,0,0,152.68,2026-04-09 17:32
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,307.57,40.75,21.1,0.364,31.0,19,3,9.33,0.189,8.83,263.63,30.86,0,0,511.12,2026-06-30 03:31
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,75.08,73.55,66.4,0.678,22.9,19,0,39.8,0.702,5.42,64.35,65.9,1,0,124.51,2026-08-07 21:04
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,188.92,99.02,21.47,0.084,30.5,19,6,39.3,0.097,9.93,161.93,104.69,0,0,130.28,2026-02-03 21:10
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,392.47,64.08,10.05,0.125,26.9,19,6,13.14,0.237,12.08,336.4,58.77,0,0,410.04,2026-08-27 01:50
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,110.72,52.7,19.74,0.384,41.5,19,3,5.42,0.474,11.09,94.9,55.12,0,0,159.51,2026-01-14 21:39
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,181.97,72.95,5.71,0.293,25.5,17,0,13.73,0.238,0.69,155.97,62.53,0,0,167.4,2026-02-02 19:47
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,316.46,82.72,16.87,0.101,35.3,18,3,16.18,0.233,18.44,271.25,85.9,0,0,250.15,2026-01-21 22:10
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,343.25,34.17,18.84,0.12,24.6,9,4,9.67,0.23,26.14,294.21,20.0,0,0,662.04,2026-04-15 20:02
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,291.52,36.7,7.61,0.23,18.8,20,2,10.82,0.137,14.19,249.88,31.1,0,0,513.09,2026-01-02 04:33
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,270.12,84.09,13.02,0.103,34.3,3,2,38.23,0.125,6.25,231.53,85.89,0,0,206.18,2026-03-08 06:26
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,99.17,80.25,16.4,0.374,16.1,7,1,7.06,0.282,4.28,85.0,78.84,0,0,95.4,2026-08-18 08:35
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,309.76,66.92,23.16,0.267,24.4,4,2,7.66,0.535,0.57,265.51,66.69,0,1,453.29,2026-02-27 11:33
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,203.3,74.64,7.93,0.098,16.7,6,1,4.64,0.297,10.56,174.26,69.73,0,1,229.5,2026-03-11 09:49
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,123.17,81.24,21.1,0.549,15.7,11,2,1.78,0.227,2.07,105.57,78.32,0,0,115.03,2026-06-22 12:55
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,165.43,44.22,4.2,0.135,37.8,17,2,7.33,0.184,10.04,141.8,39.04,0,0,244.19,2026-07-28 21:04
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,94.78,53.11,31.1,0.273,21.1,3,1,38.34,0.435,8.37,81.24,39.56,0,0,142.64,2026-03-27 05:22
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,369.59,56.48,10.21,0.054,28.0,15,6,16.13,0.136,2.05,316.79,49.8,0,0,415.86,2026-02-04 21:55
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,404.99,49.77,1.97,0.112,24.3,7,0,17.66,0.115,5.33,347.14,61.47,0,0,514.55,2026-06-19 15:34
